tag	year	Title	Website	Status	motivation	type	shift locus	data shift	shift source	task	Annotator 1	Annotator 2	Notes															
ganti-etal-2022-narrative	2022	Narrative Detection and Feature Analysis in Online Health Communities	https://aclanthology.org/2022.wnu-1.7	Flag for further review		across domain	finetune-train/test	covariate	naturally occurring shifts	narrative detection	Dieuwke		Use BERT-based classifiers to predict narrative from annotated corpora with data from different health organisations (?). Not sure if this actually constitutes a covariate shift.															
liu-prudhommeaux-2022-data	2022	Data-driven Model Generalizability in Crosslinguistic Low-resource Morphological Segmentation	https://aclanthology.org/2022.tacl-1.23	Done	cognitive	structural	train-test	covariate	generated shifts	morphological segmentation	Huygaa	Dieuwke																
guan-etal-2022-lot	2022	{LOT}: A Story-Centric Benchmark for Evaluating {C}hinese Long Text Understanding and Generation	https://aclanthology.org/2022.tacl-1.25	Done	practical	robustness	pretrain-train	assumed	naturally occurring shifts	NLU	Dieuwke	Karim	Comparison of different pretraining procedures to generalise to long texts, multiple tasks. The finetune train/test data is definitely longer than normal benchmarks, but I am unsure if it is also longer than the training data. I think it probably is not, and it isn't checked. As far as I can see, everything is furthermore done in auto-completion mode, so I mark this "assumed shift".															
tamari-etal-2022-dyna	2022	{D}yna-b{A}b{I}: unlocking b{A}b{I}{'}s potential with dynamic synthetic benchmarking	https://aclanthology.org/2022.starsem-1.9	Done	intrinsic	compositional	train-test	covariate	fully generated/selected	story understanding	Dieuwke	Florian																
tamari-etal-2022-dyna	2022	{D}yna-b{A}b{I}: unlocking b{A}b{I}{'}s potential with dynamic synthetic benchmarking	https://aclanthology.org/2022.starsem-1.9	Done	intrinsic	compositional	finetune-train/test	covariate	fully generated/selected	story understanding	Dieuwke	Florian																
de-varda-zamparelli-2022-multilingualism	2022	Multilingualism Encourages Recursion: a Transfer Study with m{BERT}	https://aclanthology.org/2022.sigtyp-1.1	Done	intrinsic	across language	pretrain-test	full	generated shifts	language modelling	Dieuwke	Leila	BERT and MBERT zero-shot generalisation to different (synthetic) languages, without any finetuning															
kodner-khalifa-2022-sigmorphon	2022	{SIGMORPHON}{--}{U}ni{M}orph 2022 Shared Task 0: Modeling Inflection in Language Acquisition	https://aclanthology.org/2022.sigmorphon-1.18	Done	cognitive	structural	train-test	covariate	generated shifts	morphological inflection	Tiago	Huygaa	Czeh and Polish, and lemma overlap experiment															
kodner-khalifa-2022-sigmorphon	2022	{SIGMORPHON}{--}{U}ni{M}orph 2022 Shared Task 0: Modeling Inflection in Language Acquisition	https://aclanthology.org/2022.sigmorphon-1.18	Done	cognitive	structural	train-test	covariate	natural data splits	morphological inflection	Dieuwke	Huygaa	Also here the dimension of sample efficiency is included. I don't think there is an actual shift here though, things are uniformly sampled from the corpus..															
kodner-etal-2022-sigmorphon	2022	{SIGMORPHON}{--}{U}ni{M}orph 2022 Shared Task 0: Generalization and Typologically Diverse Morphological Inflection	https://aclanthology.org/2022.sigmorphon-1.19	Done	cognitive	structural	train-test	label	natural data splits	morphological inflection	Dieuwke	Huygaa	Label overlap experiments															
kodner-etal-2022-sigmorphon	2022	{SIGMORPHON}{--}{U}ni{M}orph 2022 Shared Task 0: Generalization and Typologically Diverse Morphological Inflection	https://aclanthology.org/2022.sigmorphon-1.19	Done	cognitive	structural	train-test	label	generated shifts	morphological inflection	Tiago	Huygaa	Czech and Polish, Label overlap experiments															
kodner-etal-2022-sigmorphon	2022	{SIGMORPHON}{--}{U}ni{M}orph 2022 Shared Task 0: Generalization and Typologically Diverse Morphological Inflection	https://aclanthology.org/2022.sigmorphon-1.19	Done	cognitive	structural	train-test	full	natural data splits	morphological inflection	Tiago	Huygaa	For other languages, Neither overlap experiments															
kodner-etal-2022-sigmorphon	2022	{SIGMORPHON}{--}{U}ni{M}orph 2022 Shared Task 0: Generalization and Typologically Diverse Morphological Inflection	https://aclanthology.org/2022.sigmorphon-1.19	Done	cognitive	structural	train-test	full	generated shifts	morphological inflection	Dieuwke	Huygaa	Czech and Polish data were automatically generated from morphological transducer															
sauer-etal-2022-knowledge	2022	Knowledge Distillation Meets Few-Shot Learning: An Approach for Few-Shot Intent Classification Within and Across Domains	https://aclanthology.org/2022.nlp4convai-1.10	First check done	practical	across domain	pretrain-test	assumed	naturally occurring shifts	intent classification	Dennis		Testing cross-domain generalization by modifying test splits of datasets and using several datasets' test splits. Furthermore, they test the generalization abilities of both a pre-trained teacher network and a distilled (trained from scratch) student network															
sauer-etal-2022-knowledge	2022	Knowledge Distillation Meets Few-Shot Learning: An Approach for Few-Shot Intent Classification Within and Across Domains	https://aclanthology.org/2022.nlp4convai-1.10	Done	practical	across domain	train-test	covariate	natural data splits	NLU	Dennis	Zhijing																
chakravarthy-etal-2022-systematicity	2022	Systematicity Emerges in Transformers when Abstract Grammatical Roles Guide Attention	https://aclanthology.org/2022.naacl-srw.1	Done	cognitive	compositional	train-test	covariate	fully generated/selected	seq2seq synthetic	Dennis	Dieuwke	Test linguistically motivated modification for transformers on SCAN															
yan-etal-2022-robustness	2022	On the Robustness of Reading Comprehension Models to Entity Renaming	https://aclanthology.org/2022.naacl-main.37	Done	practical	robustness	all	double	generated shifts	reading comprehension	Florian	Dieuwke	Robustness experiments (Locus shift "all" because they take a pretrained language model, finetune it on MRC task and then evaluate on a test set with unseen entities; Shift type "double" because from pretrain to train, the task changes (i.e. label shift) and from train to test the covariate distribution changes)															
maharana-bansal-2022-curriculum	2022	On Curriculum Learning for Commonsense Reasoning	https://aclanthology.org/2022.naacl-main.72	Flag for further review	intrinsic	robustness	train-test	assumed	naturally occurring shifts	question answering	Janie	Dennis	main description of generalisation test at the end of section 5.1															
chronopoulou-etal-2022-efficient	2022	Efficient Hierarchical Domain Adaptation for Pretrained Language Models	https://aclanthology.org/2022.naacl-main.96	Done	practical	across domain	finetune-train/test	covariate	naturally occurring shifts	language modelling	Dennis	Leila	Propose a hierarchical set of model adapters that are added to frozen pre-trained models to improve language modelling on different domains															
sawhney-etal-2022-ciaug	2022	{CIA}ug: Equipping Interpolative Augmentation with Curriculum Learning	https://aclanthology.org/2022.naacl-main.127	Done	practical	across task	finetune-train/test	full	naturally occurring shifts	named entity recognition (NER)	Dennis	Zhijing	Propose a modification of mixup training for faster converge and better generalization. Tested on NER and GLUE in different lamguages, fine-tuning (m)BERTs.															
sawhney-etal-2022-ciaug	2022	{CIA}ug: Equipping Interpolative Augmentation with Curriculum Learning	https://aclanthology.org/2022.naacl-main.127	Done	practical	across task	finetune-train/test	full	naturally occurring shifts	text classification	Dennis	Zhijing																
ye-etal-2022-sparse	2022	Sparse Distillation: Speeding Up Text Classification by Using Bigger Student Models	https://aclanthology.org/2022.naacl-main.169	Done	practical	across task	pretrain-train	label	naturally occurring shifts	text classification	Dieuwke	Dennis	Knowledge distillation paper, comparison between their distilled models and several pretrained models on out-of-domain adaptation in the finetuning stage															
ye-etal-2022-sparse	2022	Sparse Distillation: Speeding Up Text Classification by Using Bigger Student Models	https://aclanthology.org/2022.naacl-main.169	Done	practical	across domain	all	double	naturally occurring shifts	text classification	Dieuwke	Dennis	Knowledge distillation paper, comparison between their distilled models and several pretrained models on a bunch of downstream text classification tasks															
li-etal-2022-low	2022	Low Resource Style Transfer via Domain Adaptive Meta Learning	https://aclanthology.org/2022.naacl-main.220	Flag for further review	practical	across domain	finetune-train/test	covariate	naturally occurring shifts	other	Dieuwke		Domain adaptaption method for style transfer to different domains. (I had a lot of trouble annotating this, second check from a meta-learning expert appreciated).															
lee-etal-2022-really	2022	Does it Really Generalize Well on Unseen Data? Systematic Evaluation of Relational Triple Extraction Methods	https://aclanthology.org/2022.naacl-main.282	Done	practical	robustness	finetune-train/test	covariate	natural data splits	relation extraction	Florian	Dieuwke	Relation-extraction experiments on seen and unseen triplets, to compare memorisation vs generalisation.															
zhong-etal-2022-proqa	2022	{P}ro{QA}: Structural Prompt-based Pre-training for Unified Question Answering	https://aclanthology.org/2022.naacl-main.313	Done	practical	across domain	pretrain-train	covariate	generated shifts	question answering	Karim	Dieuwke	Prompt-based QA - Fine-tune a pre-trained model on structured prompts															
